occurrenceId;sp_BirdTree;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship;usageKey;acceptedUsageKey
;Sitta whiteheadi;Sitta whiteheadi Sharpe, 1884;2484886;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta whiteheadi;Sitta whiteheadi;Sharpe, 1884;2484886;
;Sitta canadensis;Sitta canadensis Linnaeus, 1766;2484879;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta canadensis;Sitta canadensis;Linnaeus, 1766;2484879;
;Sitta himalayensis;Sitta himalayensis Jardine & Selby, 1835;2484888;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta himalayensis;Sitta himalayensis;Jardine & Selby, 1835;2484888;
;Sitta formosa;Sitta formosa Blyth, 1843;2484903;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta formosa;Sitta formosa;Blyth, 1843;2484903;
;Sitta europaea;Sitta europaea Linnaeus, 1758;2484916;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta europaea;Sitta europaea;Linnaeus, 1758;2484916;
;Sitta carolinensis;Sitta carolinensis Latham, 1790;2484892;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sittidae;Sitta;Sitta carolinensis;Sitta carolinensis;Latham, 1790;2484892;
;Rhabdornis inornatus;Rhabdornis inornatus Ogilvie-Grant, 1896;2493154;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Rhabdornis;Rhabdornis inornatus;Rhabdornis inornatus;Ogilvie-Grant, 1896;2493154;
;Rhabdornis grandis;Rhabdornis grandis Salomonsen, 1953;2493153;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Rhabdornis;Rhabdornis grandis;Rhabdornis grandis;Salomonsen, 1953;2493153;
;Rhabdornis mystacalis;Rhabdornis mystacalis (Temminck, 1825);2493152;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Rhabdornis;Rhabdornis mystacalis;Rhabdornis mystacalis;(Temminck, 1825) ;2493152;
;Enodes erythrophris;Enodes erythrophris (Temminck, 1824);2489002;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Sturnidae;Enodes;Enodes erythrophris;Enodes erythrophris;(Temminck, 1824) ;2489002;
