verbatim_name;sp_names_atlas_adapted_keep;sp_BirdTree;sp_BirdLife;sp_eBird;sp_group_eBird;sp_BOTW;BirdTree_tip.labels
Strix nebulosa;Strix nebulosa;Strix nebulosa;Strix nebulosa;Strix nebulosa;Strix nebulosa;Strix nebulosa;Strix davidi
Strix uralensis;Strix uralensis;Strix davidi;Strix uralensis;Strix davidi;Strix davidi;Strix uralensis;Strix uralensis
Strix uralensis;Strix uralensis;Strix uralensis;Strix uralensis;Strix uralensis;Strix uralensis;Strix uralensis;Strix varia
Strix varia;Strix varia;Strix varia;Strix varia;Strix varia;Strix varia;Strix varia;Sturnella magna
Sturnella magna;Sturnella magna;Sturnella magna;Sturnella magna;Sturnella magna;Sturnella magna;Sturnella magna;Sturnella neglecta
Sturnella neglecta;Sturnella neglecta;Sturnella neglecta;Sturnella neglecta;Sturnella neglecta;Sturnella neglecta;Sturnella neglecta;Sturnus unicolor
Sturnus unicolor;Sturnus unicolor;Sturnus unicolor;Sturnus unicolor;Sturnus unicolor;Sturnus unicolor;Sturnus unicolor;Sturnus vulgaris
Sturnus vulgaris;Sturnus vulgaris;Sturnus vulgaris;Sturnus vulgaris;Sturnus vulgaris;Sturnus vulgaris;Sturnus vulgaris;Sula leucogaster
Sula leucogaster;Sula leucogaster;Sula leucogaster;Sula leucogaster;Sula leucogaster;Sula leucogaster;Sula leucogaster;Surnia ulula
Surnia ulula;Surnia ulula;Surnia ulula;Surnia ulula;Surnia ulula;Surnia ulula;Surnia ulula;Sylvia atricapilla
Sylvia atricapilla;Sylvia atricapilla;Sylvia atricapilla;Sylvia atricapilla;Sylvia atricapilla;Sylvia atricapilla;Sylvia atricapilla;Sylvia sarda
Sylvia balearica;Sylvia balearica;Sylvia sarda;NA;Curruca balearica;Curruca balearica;#N/A;Sylvia borin
Sylvia borin;Sylvia borin;Sylvia borin;Sylvia borin;Sylvia borin;Sylvia borin;Sylvia borin;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;NA;Curruca iberiae;Curruca iberiae/cantillans;#N/A;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Sylvia subalpina;Curruca iberiae;Curruca iberiae/cantillans;#N/A;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Curruca iberiae;Curruca iberiae/cantillans;#N/A;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;NA;Curruca cantillans;Curruca iberiae/cantillans;#N/A;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Sylvia subalpina;Curruca cantillans;Curruca iberiae/cantillans;#N/A;Sylvia cantillans
Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Sylvia cantillans;Curruca cantillans;Curruca iberiae/cantillans;#N/A;Sylvia communis
Sylvia communis;Sylvia communis;Sylvia communis;Sylvia communis;Curruca communis;Curruca communis;#N/A;Sylvia conspicillata
Sylvia conspicillata;Sylvia conspicillata;Sylvia conspicillata;Sylvia conspicillata;Curruca conspicillata;Curruca conspicillata;#N/A;Sylvia hortensis
Sylvia crassirostris;Sylvia crassirostris;Sylvia hortensis;NA;Curruca crassirostris;Curruca crassirostris;#N/A;Sylvia althaea
Sylvia curruca;Sylvia curruca;Sylvia althaea;Sylvia curruca;Curruca curruca;Curruca curruca;#N/A;Sylvia minula
Sylvia curruca;Sylvia curruca;Sylvia minula;Sylvia curruca;Curruca curruca;Curruca curruca;#N/A;Sylvia curruca
Sylvia curruca;Sylvia curruca;Sylvia curruca;Sylvia curruca;Curruca curruca;Curruca curruca;#N/A;Sylvia hortensis
Sylvia hortensis;Sylvia hortensis;Sylvia hortensis;Sylvia crassirostris;Curruca hortensis;Curruca hortensis;#N/A;Sylvia hortensis
Sylvia hortensis;Sylvia hortensis;Sylvia hortensis;Sylvia hortensis;Curruca hortensis;Curruca hortensis;#N/A;Sylvia melanocephala
Sylvia melanocephala;Sylvia melanocephala;Sylvia melanocephala;Sylvia melanocephala;Curruca melanocephala;Curruca melanocephala;#N/A;Sylvia mystacea
Sylvia mystacea;Sylvia mystacea;Sylvia mystacea;Sylvia mystacea;Curruca mystacea;Curruca mystacea;#N/A;Sylvia nisoria
Sylvia nisoria;Sylvia nisoria;Sylvia nisoria;Sylvia nisoria;Curruca nisoria;Curruca nisoria;#N/A;Sylvia rueppelli
Sylvia ruppeli;Sylvia ruppeli;Sylvia rueppelli;NA;Curruca ruppeli;Curruca ruppeli;#N/A;Sylvia sarda
Sylvia sarda;Sylvia sarda;Sylvia sarda;Sylvia balearica;Curruca sarda;Curruca sarda;#N/A;Sylvia sarda
Sylvia sarda;Sylvia sarda;Sylvia sarda;Sylvia sarda;Curruca sarda;Curruca sarda;#N/A;Sylvia cantillans
Sylvia subalpina;Sylvia subalpina;Sylvia cantillans;NA;Curruca subalpina;Curruca subalpina;#N/A;Sylvia undata
Sylvia undata;Sylvia undata;Sylvia undata;Sylvia undata;Curruca undata;Curruca undata;#N/A;Syrmaticus reevesii
Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus reevesii;Syrmaticus soemmerringii
Syrmaticus soemmerringii;Syrmaticus soemmerringii;Syrmaticus soemmerringii;Syrmaticus soemmerringii;Syrmaticus soemmerringii;Syrmaticus soemmerringii;Syrmaticus soemmerringii;Tachybaptus ruficollis
Tachybaptus ruficollis;Tachybaptus ruficollis;Tachybaptus ruficollis;Tachybaptus ruficollis;Tachybaptus ruficollis;Tachybaptus ruficollis;Tachybaptus ruficollis;Tachycineta bicolor
Tachycineta bicolor;Tachycineta bicolor;Tachycineta bicolor;Tachycineta bicolor;Tachycineta bicolor;Tachycineta bicolor;Tachycineta bicolor;Tachymarptis melba
Tachymarptis melba;Tachymarptis melba;Tachymarptis melba;Tachymarptis melba;Apus melba;Apus melba;Tachymarptis melba;Tadorna ferruginea
Tadorna ferruginea;Tadorna ferruginea;Tadorna ferruginea;Tadorna ferruginea;Tadorna ferruginea;Tadorna ferruginea;Tadorna ferruginea;Tadorna tadorna
Tadorna tadorna;Tadorna tadorna;Tadorna tadorna;Tadorna tadorna;Tadorna tadorna;Tadorna tadorna;Tadorna tadorna;Tarsiger cyanurus
Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger rufilatus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus
Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Tarsiger cyanurus;Terpsiphone atrocaudata
Terpsiphone atrocaudata;Terpsiphone atrocaudata;Terpsiphone atrocaudata;Terpsiphone atrocaudata;Terpsiphone atrocaudata;Terpsiphone atrocaudata;Terpsiphone atrocaudata;#N/A
Tetrao tetrix;Tetrao tetrix;NA;Lyrurus tetrix;Lyrurus tetrix;Lyrurus tetrix;#N/A;Tetrao urogallus
Tetrao urogallus;Tetrao urogallus;Tetrao urogallus;Tetrao urogallus;Tetrao urogallus;Tetrao urogallus;Tetrao urogallus;Tetraogallus caspius
Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caspius;Tetraogallus caucasicus
Tetraogallus caucasicus;Tetraogallus caucasicus;Tetraogallus caucasicus;Tetraogallus caucasicus;Tetraogallus caucasicus;Tetraogallus caucasicus;Tetraogallus caucasicus;#N/A
Tetrastes bonasia;Tetrastes bonasia;NA;NA;NA;NA;Tetrastes bonasia;Tetrax tetrax
Tetrax tetrax;Tetrax tetrax;Tetrax tetrax;Tetrax tetrax;Tetrax tetrax;Tetrax tetrax;Tetrax tetrax;Sterna sandvicensis
Thalasseus sandvicensis;Thalasseus sandvicensis;Sterna sandvicensis;NA;Thalasseus sandvicensis;Thalasseus sandvicensis;Thalasseus sandvicensis;Thryothorus ludovicianus
Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus albinucha;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus
Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Thryothorus ludovicianus;Tichodroma muraria
Tichodroma muraria;Tichodroma muraria;Tichodroma muraria;Tichodroma muraria;Tichodroma muraria;Tichodroma muraria;Tichodroma muraria;Toxostoma rufum
Toxostoma rufum;Toxostoma rufum;Toxostoma rufum;Toxostoma rufum;Toxostoma rufum;Toxostoma rufum;Toxostoma rufum;Treron formosae
Treron formosae;Treron formosae;Treron formosae;Treron formosae;Treron formosae;Treron formosae formosae/filipinus;Treron formosae;Treron formosae
Treron formosae;Treron formosae;Treron formosae;Treron permagnus;Treron formosae;Treron formosae formosae/filipinus;Treron formosae;Treron sieboldii
Treron sieboldii;Treron sieboldii;Treron sieboldii;Treron sieboldii;Treron sieboldii;Treron sieboldii;Treron sieboldii;Tringa erythropus
Tringa erythropus;Tringa erythropus;Tringa erythropus;Tringa erythropus;Tringa erythropus;Tringa erythropus;Tringa erythropus;Tringa glareola
Tringa glareola;Tringa glareola;Tringa glareola;Tringa glareola;Tringa glareola;Tringa glareola;Tringa glareola;Tringa nebularia
Tringa nebularia;Tringa nebularia;Tringa nebularia;Tringa nebularia;Tringa nebularia;Tringa nebularia;Tringa nebularia;Tringa ochropus
Tringa ochropus;Tringa ochropus;Tringa ochropus;Tringa ochropus;Tringa ochropus;Tringa ochropus;Tringa ochropus;Catoptrophorus semipalmatus
Tringa semipalmata;Tringa semipalmata;Catoptrophorus semipalmatus;NA;Tringa semipalmata;Tringa semipalmata;Tringa semipalmata;Tringa stagnatilis
Tringa stagnatilis;Tringa stagnatilis;Tringa stagnatilis;Tringa stagnatilis;Tringa stagnatilis;Tringa stagnatilis;Tringa stagnatilis;Tringa totanus
Tringa totanus;Tringa totanus;Tringa totanus;Tringa totanus;Tringa totanus;Tringa totanus;Tringa totanus;Troglodytes aedon
Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes beani;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon
Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes aedon;Troglodytes troglodytes
Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes
Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes hiemalis;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes
Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes pacificus;Troglodytes troglodytes;Troglodytes troglodytes;Troglodytes troglodytes;Turdus ruficollis
Turdus atrogularis;Turdus atrogularis;Turdus ruficollis;NA;Turdus atrogularis;Turdus atrogularis;Turdus atrogularis;Turdus cardis
Turdus cardis;Turdus cardis;Turdus cardis;Turdus cardis;Turdus cardis;Turdus cardis;Turdus cardis;Turdus celaenops
Turdus celaenops;Turdus celaenops;Turdus celaenops;Turdus celaenops;Turdus celaenops;Turdus celaenops;Turdus celaenops;Turdus chrysolaus
Turdus chrysolaus;Turdus chrysolaus;Turdus chrysolaus;Turdus chrysolaus;Turdus chrysolaus;Turdus chrysolaus;Turdus chrysolaus;Turdus iliacus
Turdus iliacus;Turdus iliacus;Turdus iliacus;Turdus iliacus;Turdus iliacus;Turdus iliacus;Turdus iliacus;Turdus merula
Turdus merula;Turdus merula;Turdus merula;Turdus simillimus;Turdus merula;Turdus merula;Turdus merula;Turdus merula
Turdus merula;Turdus merula;Turdus merula;Turdus mandarinus;Turdus merula;Turdus merula;Turdus merula;Turdus merula
Turdus merula;Turdus merula;Turdus merula;Turdus merula;Turdus merula;Turdus merula;Turdus merula;Turdus merula
Turdus merula;Turdus merula;Turdus merula;Turdus maximus;Turdus merula;Turdus merula;Turdus merula;Turdus migratorius
Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus confinis;Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus migratorius
Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus migratorius;Turdus pallidus
Turdus pallidus;Turdus pallidus;Turdus pallidus;Turdus pallidus;Turdus pallidus;Turdus pallidus;Turdus pallidus;Turdus philomelos
Turdus philomelos;Turdus philomelos;Turdus philomelos;Turdus philomelos;Turdus philomelos;Turdus philomelos;Turdus philomelos;Turdus pilaris
Turdus pilaris;Turdus pilaris;Turdus pilaris;Turdus pilaris;Turdus pilaris;Turdus pilaris;Turdus pilaris;Turdus torquatus
Turdus torquatus;Turdus torquatus;Turdus torquatus;Turdus torquatus;Turdus torquatus;Turdus torquatus;Turdus torquatus;Turdus viscivorus
Turdus viscivorus;Turdus viscivorus;Turdus viscivorus;Turdus viscivorus;Turdus viscivorus;Turdus viscivorus;Turdus viscivorus;Turnix suscitator
Turnix suscitator;Turnix suscitator;Turnix suscitator;Turnix suscitator;Turnix suscitator;Turnix suscitator;Turnix suscitator;Tyrannus tyrannus
Tyrannus tyrannus;Tyrannus tyrannus;Tyrannus tyrannus;Tyrannus tyrannus;Tyrannus tyrannus;Tyrannus tyrannus;Tyrannus tyrannus;Tyto alba
Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto alba
Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto sp.;Tyto alba;Tyto alba
Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto deroepstorffi;Tyto sp.;Tyto alba;Tyto alba
Tyto alba;Tyto alba;Tyto alba;Tyto alba;NA;Tyto sp.;Tyto alba;Tyto alba
Tyto alba;Tyto alba;Tyto alba;Tyto alba;Tyto deroepstorffi;Tyto deroepstorffi;Tyto alba;Upupa epops
Upupa epops;Upupa epops;Upupa epops;Upupa marginata;Upupa epops;Upupa epops;Upupa epops;Upupa epops
Upupa epops;Upupa epops;Upupa epops;Upupa epops;Upupa epops;Upupa epops;Upupa epops;#N/A
Uragus sibiricus;Uragus sibiricus;NA;Carpodacus sibiricus;Carpodacus sibiricus;Carpodacus sibiricus;#N/A;Uria aalge
Uria aalge;Uria aalge;Uria aalge;Uria aalge;Uria aalge;Uria aalge;Uria aalge;Uria lomvia
Uria lomvia;Uria lomvia;Uria lomvia;Uria lomvia;Uria lomvia;Uria lomvia;Uria lomvia;Urosphena squameiceps
Urosphena squameiceps;Urosphena squameiceps;Urosphena squameiceps;Urosphena squameiceps;Urosphena squameiceps;Urosphena squameiceps;Urosphena squameiceps;Vanellus cinereus
Vanellus cinereus;Vanellus cinereus;Vanellus cinereus;Vanellus cinereus;Vanellus cinereus;Vanellus cinereus;Vanellus cinereus;Vanellus gregarius
Vanellus gregarius;Vanellus gregarius;Vanellus gregarius;Vanellus gregarius;Vanellus gregarius;Vanellus gregarius;Vanellus gregarius;Vanellus leucurus
Vanellus leucurus;Vanellus leucurus;Vanellus leucurus;Vanellus leucurus;Vanellus leucurus;Vanellus leucurus;Vanellus leucurus;Vanellus spinosus
Vanellus spinosus;Vanellus spinosus;Vanellus spinosus;Vanellus spinosus;Vanellus spinosus;Vanellus spinosus;Vanellus spinosus;Vanellus vanellus
Vanellus vanellus;Vanellus vanellus;Vanellus vanellus;Vanellus vanellus;Vanellus vanellus;Vanellus vanellus;Vanellus vanellus;Vermivora chrysoptera
Vermivora chrysoptera;Vermivora chrysoptera;Vermivora chrysoptera;Vermivora chrysoptera;Vermivora chrysoptera;Vermivora chrysoptera;Vermivora chrysoptera;#N/A
Vermivora peregrina;Vermivora peregrina;NA;Leiothlypis peregrina;Leiothlypis peregrina;Leiothlypis peregrina;#N/A;#N/A
Vermivora pinus;Vermivora pinus;NA;Vermivora cyanoptera;Vermivora cyanoptera;Vermivora cyanoptera;#N/A;#N/A
Vermivora ruficapilla;Vermivora ruficapilla;NA;Leiothlypis ruficapilla;Leiothlypis ruficapilla;Leiothlypis ruficapilla;#N/A;Vireo flavifrons
Vireo flavifrons;Vireo flavifrons;Vireo flavifrons;Vireo flavifrons;Vireo flavifrons;Vireo flavifrons;Vireo flavifrons;Vireo gilvus
Vireo gilvus;Vireo gilvus;Vireo gilvus;Vireo gilvus;Vireo gilvus;Vireo gilvus;Vireo gilvus;Vireo griseus
Vireo griseus;Vireo griseus;Vireo griseus;Vireo griseus;Vireo griseus;Vireo griseus;Vireo griseus;Vireo olivaceus
Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;NA;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus
Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo chivi;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus
Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo olivaceus;Vireo philadelphicus
Vireo philadelphicus;Vireo philadelphicus;Vireo philadelphicus;Vireo philadelphicus;Vireo philadelphicus;Vireo philadelphicus;Vireo philadelphicus;Vireo solitarius
Vireo solitarius;Vireo solitarius;Vireo solitarius;Vireo solitarius;Vireo solitarius;Vireo solitarius;Vireo solitarius;#N/A
Wilsonia canadensis;Wilsonia canadensis;NA;Cardellina canadensis;Cardellina canadensis;Cardellina canadensis;#N/A;#N/A
Wilsonia citrina;Wilsonia citrina;NA;Setophaga citrina;Setophaga citrina;Setophaga citrina;#N/A;#N/A
Wilsonia pusilla;Wilsonia pusilla;NA;Cardellina pusilla;Cardellina pusilla;Cardellina pusilla;#N/A;Xema sabini
Xema sabini;Xema sabini;Xema sabini;Xema sabini;Xema sabini;Xema sabini;Xema sabini;Xenus cinereus
Xenus cinereus;Xenus cinereus;Xenus cinereus;Xenus cinereus;Xenus cinereus;Xenus cinereus;Xenus cinereus;Porzana parva
Zapornia parva;Zapornia parva;Porzana parva;NA;Zapornia parva;Zapornia parva;Zapornia parva;Porzana pusilla
Zapornia pusilla;Zapornia pusilla;Porzana pusilla;NA;Zapornia pusilla;Zapornia pusilla;Zapornia pusilla;Zenaida macroura
Zenaida macroura;Zenaida macroura;Zenaida macroura;Zenaida macroura;Zenaida macroura;Zenaida macroura;Zenaida macroura;Zonotrichia albicollis
Zonotrichia albicollis;Zonotrichia albicollis;Zonotrichia albicollis;Zonotrichia albicollis;Zonotrichia albicollis;Zonotrichia albicollis;Zonotrichia albicollis;Zoothera dauma
Zoothera aurea;Zoothera aurea;Zoothera dauma;NA;Zoothera aurea;Zoothera aurea;Zoothera aurea;Zoothera imbricata
Zoothera aurea;Zoothera aurea;Zoothera imbricata;NA;Zoothera imbricata;Zoothera imbricata;Zoothera aurea;Zoothera dauma
Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma
Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera aurea;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma
Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera neilgherriensis;Zoothera neilgherriensis;Zoothera dauma;Zoothera dauma
Zoothera dauma;Zoothera dauma;Zoothera dauma;Zoothera aurea;Zoothera neilgherriensis;Zoothera neilgherriensis;Zoothera dauma;#N/A
Zoothera sibirica;Zoothera sibirica;NA;Geokichla sibirica;Geokichla sibirica;Geokichla sibirica;#N/A;Zosterops japonicus
Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus
Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops simplex;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops montanus
Zosterops japonicus;Zosterops japonicus;Zosterops montanus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;Zosterops montanus
Zosterops japonicus;Zosterops japonicus;Zosterops montanus;Zosterops simplex;Zosterops japonicus;Zosterops japonicus;Zosterops japonicus;#N/A
