"","sp_atlas","Accepted_SPNAME","HWI","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Range.Size","BL_name","BT_name","FP","Shapefile_name","sd_PC1","sd_PC2"
"123","Aythya valisineria","Aythya valisineria","42","1202","Wetland","3","3","Herbivore","Herbivore aquatic","Aquatic","3654390.23","Aythya valisineria","Aythya valisineria",2.85130969157595,"Aythya valisineria",0.867863986885838,0.733100517745064
"124","Baeolophus bicolor","Baeolophus bicolor","16.1","21.6","Forest","1","1","Carnivore","Invertivore","Insessorial","2969712.5","Baeolophus bicolor","Baeolophus bicolor",5.53626347148191,"Baeolophus bicolor",0.848009481985589,0.698247331324345
"125","Bambusicola thoracicus","Bambusicola thoracicus","23.9","264.79","Forest","2","1","Herbivore","Omnivore","Terrestrial","1316291.8","Bambusicola sonorivox","Bambusicola thoracicus",9.19167292953646,"Bambusicola thoracicus",0.595475334060728,0.661673889899699
"126","Bambusicola thoracicus","Bambusicola thoracicus","23.9","264.79","Forest","2","1","Herbivore","Omnivore","Terrestrial","1316291.8","Bambusicola thoracicus","Bambusicola thoracicus",9.19167292953646,"Bambusicola thoracicus",0.595475334060728,0.661673889899699
"127","Bartramia longicauda","Bartramia longicauda","52.9","158.92","Grassland","3","3","Carnivore","Invertivore","Terrestrial","3282893.45","Bartramia longicauda","Bartramia longicauda",31.7082928053197,"Bartramia longicauda",0.794671613613554,0.830275019591921
"128","Bombycilla cedrorum","Bombycilla cedrorum","35.1","31.58","Woodland","2","3","Herbivore","Frugivore","Insessorial","7437954.14","Bombycilla cedrorum","Bombycilla cedrorum",19.9686189447093,"Bombycilla cedrorum",1.07441483156208,0.979314762624389
"129","Bombycilla garrulus","Bombycilla garrulus","37.8","54.41","Forest","1","3","Herbivore","Omnivore","Insessorial","12792145","Bombycilla garrulus","Bombycilla garrulus",17.1878677642093,"Bombycilla garrulus",1.01760023414126,0.808290812052633
"130","Bonasa bonasia","Tetrastes bonasia","33","429","Woodland","1","1","Herbivore","Herbivore terrestrial","Generalist","15669355.23","Tetrastes bonasia","Bonasa bonasia",7.80175425963317,NA,NA,NA
"131","Bonasa umbellus","Bonasa umbellus","38.3","530.91","Shrubland","1","1","Herbivore","Herbivore terrestrial","Generalist","8071254.33","Bonasa umbellus","Bonasa umbellus",11.9860854551332,"Bonasa umbellus",1.13959324368139,0.867193243056506
"132","Botaurus lentiginosus","Botaurus lentiginosus","32","706","Wetland","1","3","Carnivore","Aquatic predator","Terrestrial","8778053.14","Botaurus lentiginosus","Botaurus lentiginosus",12.7419584838298,"Botaurus lentiginosus",0.962817368268963,0.979902255271388
"133","Botaurus stellaris","Botaurus stellaris","31.2","1319.45","Wetland","1","2","Carnivore","Aquatic predator","Terrestrial","18110303.08","Botaurus stellaris","Botaurus stellaris",14.5807625466298,"Botaurus stellaris",1.17132607370569,1.0972880675015
"134","Branta bernicla","Branta bernicla","52.3","1277.91","Grassland","3","3","Herbivore","Herbivore terrestrial","Terrestrial","3125724.3","Branta bernicla","Branta bernicla",11.7707611830788,"Branta bernicla",0.843910332606168,0.672280599999195
"135","Branta canadensis","Branta canadensis","49.4","2811.68","Grassland","3","3","Herbivore","Herbivore terrestrial","Terrestrial","12236810.45","Branta canadensis","Branta canadensis",6.56753706332881,"Branta canadensis",1.25997122221835,0.981752402912698
"136","Branta leucopsis","Branta leucopsis","50.6","1683.97","Grassland","3","3","Herbivore","Herbivore terrestrial","Terrestrial","178673.97","Branta leucopsis","Branta leucopsis",6.10817592932881,"Branta leucopsis",0.803116789139284,0.381596078796693
"137","Bubo bubo","Bubo bubo","33","2668.51","Rock","2","1","Carnivore","Vertivore","Insessorial","31974373.19","Bubo bubo","Bubo bubo",5.50908858422413,"Bubo bubo",1.15957208545598,1.20922501749046
"138","Bubo scandiacus","Bubo scandiacus","41.1","2028.76","Grassland","3","3","Carnivore","Vertivore","Insessorial","5773405.49","Bubo scandiacus","Bubo scandiaca",8.75781227892412,NA,NA,NA
"139","Bubo virginianus","Bubo virginianus","30.4","1354.5","Forest","2","1","Carnivore","Vertivore","Insessorial","24426738.59","Bubo virginianus","Bubo virginianus",7.33383742142413,"Bubo virginianus",2.02329801697945,1.12194506986931
"140","Bubulcus ibis","Bubulcus ibis","29.9","365.95","Human Modified","3","2","Carnivore","Omnivore","Terrestrial","62451101.72","Bubulcus ibis","Bubulcus ibis",13.6811608240037,"Bubulcus ibis",1.62261585850073,1.52100801758987
"141","Bucanetes githagineus","Bucanetes githagineus","34.8","19.6","Desert","3","2","Herbivore","Granivore","Terrestrial","7096376.81","Bucanetes githagineus","Bucanetes githagineus",12.0830268095323,"Bucanetes githagineus",0.577602711394953,1.17322754945349
"142","Bucanetes mongolicus","Bucanetes mongolicus","32","21.5","Desert","3","2","Herbivore","Granivore","Terrestrial","4276225.48","Bucanetes mongolicus","Eremopsaltria mongolicus",12.0830268095323,NA,NA,NA
"143","Bucephala clangula","Bucephala clangula","51.4","918.56","Wetland","3","3","Carnivore","Aquatic predator","Aquatic","22082935.41","Bucephala clangula","Bucephala clangula",6.48279011165484,"Bucephala clangula",0.995798037522749,0.938604854027721
"144","Bucephala islandica","Bucephala islandica","47.2","921.21","Wetland","3","2","Carnivore","Aquatic predator","Aquatic","2257979.96","Bucephala islandica","Bucephala islandica",6.48279011165484,"Bucephala islandica",1.45936686186726,1.08546660424936
"145","Bulweria bulwerii","Bulweria bulwerii","62.1","98.99","Marine","3","2","Carnivore","Aquatic predator","Aquatic","117388743.9","Bulweria bulwerii","Bulweria bulwerii",17.3246363757438,"Bulweria bulwerii",1.48622591377361,0.83469074659011
"146","Burhinus oedicnemus","Burhinus oedicnemus","47.7","459","Grassland","3","3","Carnivore","Invertivore","Terrestrial","13080577.64","Burhinus oedicnemus","Burhinus oedicnemus",16.177639962673,"Burhinus oedicnemus",0.820208324299093,1.28639920148103
"147","Butastur indicus","Butastur indicus","46.9","414.6","Woodland","2","3","Carnivore","Vertivore","Insessorial","1828306.34","Butastur indicus","Butastur indicus",8.12254953539384,"Butastur indicus",1.50298967211011,1.42673460012943
"148","Buteo buteo","Buteo buteo","38.3","759.1","Grassland","3","2","Carnivore","Vertivore","Insessorial","16600070.45","Buteo buteo","Buteo buteo",1.58100492871781,"Buteo buteo",0.967887003396352,0.848457173243174
"149","Buteo jamaicensis","Buteo jamaicensis","34.1","1101.16","Woodland","2","3","Carnivore","Vertivore","Insessorial","15462822.34","Buteo jamaicensis","Buteo jamaicensis",4.09684702199559,"Buteo jamaicensis",1.64956345785724,1.07230408465456
"150","Buteo lagopus","Buteo lagopus","42.1","949.76","Grassland","3","3","Carnivore","Vertivore","Insessorial","9709846.76","Buteo lagopus","Buteo lagopus",2.56631051281781,"Buteo lagopus",1.00388888051179,0.753421601524761
"151","Buteo lagopus","Buteo lagopus","42.1","949.76","Grassland","3","3","Carnivore","Vertivore","Insessorial","9709846.76","Buteo plagiatus","Buteo lagopus",2.56631051281781,"Buteo lagopus",1.00388888051179,0.753421601524761
"152","Buteo lineatus","Buteo lineatus","33.4","603.72","Woodland","1","3","Carnivore","Vertivore","Aerial","3542030.5","Buteo lineatus","Buteo lineatus",3.77577883174184,"Buteo lineatus",0.878979946912074,0.94194946733506
"153","Buteo platypterus","Buteo platypterus","36.9","453.65","Forest","2","3","Carnivore","Vertivore","Insessorial","4864047.78","Buteo platypterus","Buteo platypterus",4.81183618878559,"Buteo platypterus",1.34648017794144,0.825410535107533
"154","Buteo rufinus","Buteo rufinus","40.5","1166.18","Grassland","3","3","Carnivore","Vertivore","Generalist","8574436.83","Buteo rufinus","Buteo rufinus",1.82012918441781,"Buteo refectus",1.83524748203343,0.937018409171289
"155","Buteo rufinus","Buteo rufinus","40.5","1166.18","Grassland","3","3","Carnivore","Vertivore","Generalist","8574436.83","Buteo rufinus","Buteo rufinus",1.82012918441781,"Buteo rufinus",0.882037594130305,1.15353166124459
"156","Buteo rufinus","Buteo rufinus","40.5","1166.18","Grassland","3","3","Carnivore","Vertivore","Generalist","8574436.83","Buteo refectus","Buteo rufinus",1.82012918441781,"Buteo refectus",1.83524748203343,0.937018409171289
"157","Buteo rufinus","Buteo rufinus","40.5","1166.18","Grassland","3","3","Carnivore","Vertivore","Generalist","8574436.83","Buteo refectus","Buteo rufinus",1.82012918441781,"Buteo rufinus",0.882037594130305,1.15353166124459
"158","Butorides striata","Butorides striata","29.8","201.5","Wetland","3","1","Carnivore","Aquatic predator","Terrestrial","46142630.38","Butorides striata","Butorides striata",16.9821947982457,"Butorides striata",1.79128082865896,1.53806714218698
"159","Butorides virescens","Butorides virescens","32.2","201.5","Wetland","3","1","Carnivore","Aquatic predator","Terrestrial","7166813.3",NA,"Butorides virescens",16.9821947982457,NA,NA,NA
"160","Calandrella brachydactyla","Calandrella brachydactyla","34.5","21.06","Grassland","3","2","Omnivore","Omnivore","Terrestrial","13543066.59","Calandrella brachydactyla","Calandrella brachydactyla",8.48137021714702,"Calandrella brachydactyla",0.939688266113971,1.11645353869172
"161","Calcarius lapponicus","Calcarius lapponicus","30.7","27.84","Grassland","3","3","Herbivore","Granivore","Terrestrial","8536158.76","Calcarius lapponicus","Calcarius lapponicus",17.953988822752,"Calcarius lapponicus",1.00531296571585,0.781718719147031
"162","Calidris alba","Calidris alba","52.3","51.71","Coastal","3","3","Carnivore","Aquatic predator","Terrestrial","1344741.13","Calidris alba","Calidris alba",10.103214118174,"Calidris alba",0.54451388962745,0.622486961836159
"163","Calidris alpina","Calidris alpina","53.4","51.89","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","4754236.34","Calidris alpina","Calidris alpina",14.013953412124,"Calidris alpina",1.30866719123274,0.774843289798296
"164","Calidris alpina","Calidris alpina","53.4","51.89","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","4754236.34","Calidris pugnax","Calidris alpina",14.013953412124,"Calidris alpina",1.30866719123274,0.774843289798296
"165","Calidris canutus","Calidris canutus","57.9","141.87","Coastal","3","3","Carnivore","Aquatic predator","Terrestrial","1604194.57","Calidris canutus","Calidris canutus",17.1708319600996,"Calidris canutus",0.424937707009177,0.603808117725072
"166","Calidris falcinellus","Calidris fuscicollis","53.9","37.1","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","1005823.74","Calidris falcinellus","Calidris fuscicollis",14.3731356341407,NA,NA,NA
"167","Calidris falcinellus","Calidris fuscicollis","53.9","37.1","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","1005823.74","Calidris fuscicollis","Calidris fuscicollis",14.3731356341407,NA,NA,NA
"168","Calidris maritima","Calidris maritima","50.5","65.1","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","2008818.99","Calidris maritima","Calidris maritima",9.397904264624,"Calidris maritima",1.15362558355761,0.617893842630977
"169","Calidris melanotos","Calidris melanotos","53.4","79.73","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","2362488.1","Calidris melanotos","Calidris melanotos",12.0889094728573,"Calidris melanotos",0.475148536035642,0.606271101338473
"170","Calidris minuta","Calidris minuta","50.6","21.1","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","1734619.92","Calidris virgata","Calidris minuta",12.806948647674,"Calidris minuta",0.805914607962795,0.627853978608154
"171","Calidris minuta","Calidris minuta","50.6","21.1","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","1734619.92","Calidris minuta","Calidris minuta",12.806948647674,"Calidris minuta",0.805914607962795,0.627853978608154
"172","Calidris pugnax","Calidris alpina","51","131.68","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","8562266.88","Calidris alpina","Calidris alpina",14.013953412124,"Calidris alpina",1.30866719123274,0.774843289798296
"173","Calidris pugnax","Calidris alpina","51","131.68","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","8562266.88","Calidris pugnax","Calidris alpina",14.013953412124,"Calidris alpina",1.30866719123274,0.774843289798296
"174","Calidris temminckii","Calidris temminckii","50","23","Grassland","3","3","Carnivore","Aquatic predator","Terrestrial","3436316.19","Calidris temminckii","Calidris temminckii",17.8260581474927,"Calidris temminckii",1.04756435327179,0.695222624636896
"175","Calliope calliope",NA,"22.8","18.5","Shrubland","2","3","Carnivore","Invertivore","Terrestrial","10841460.62",NA,NA,NA,NA,NA,NA
"176","Callipepla californica","Callipepla californica","26.2","165.7","Shrubland","2","1","Herbivore","Omnivore","Terrestrial","1087257.04","Callipepla californica","Callipepla californica",7.07513570804739,"Callipepla californica",1.01869342137416,0.921909495765993
"177","Calonectris borealis","Calonectris leucomelas","53.7","534.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","58806206.19","Calonectris leucomelas","Calonectris leucomelas",9.67678424376125,"Calonectris borealis",0.930561372608118,1.09153766374709
"178","Calonectris borealis","Calonectris leucomelas","53.7","534.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","58806206.19","Calonectris leucomelas","Calonectris leucomelas",9.67678424376125,"Calonectris leucomelas",1.78668976632506,1.07629507836007
"179","Calonectris diomedea","Calonectris diomedea","64.1","534.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","62373387.06","Calonectris borealis","Calonectris diomedea",8.43711056476125,"Calonectris diomedea",1.05420392399141,1.07235274476425
"180","Calonectris diomedea","Calonectris diomedea","64.1","534.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","62373387.06","Calonectris diomedea","Calonectris diomedea",8.43711056476125,"Calonectris diomedea",1.05420392399141,1.07235274476425
"181","Calonectris leucomelas","Calonectris leucomelas","61","579.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","32884751.33","Calonectris leucomelas","Calonectris leucomelas",9.67678424376125,"Calonectris borealis",0.930561372608118,1.09153766374709
"182","Calonectris leucomelas","Calonectris leucomelas","61","579.99","Marine","3","3","Carnivore","Aquatic predator","Generalist","32884751.33","Calonectris leucomelas","Calonectris leucomelas",9.67678424376125,"Calonectris leucomelas",1.78668976632506,1.07629507836007
"183","Caprimulgus carolinensis","Antrostomus carolinensis","51.5","109","Woodland","2","3","Carnivore","Invertivore","Aerial","1808676.44","Antrostomus carolinensis","Caprimulgus carolinensis",7.42496286137303,"Antrostomus carolinensis",0.76081749512991,0.685693794817173
"184","Caprimulgus europaeus","Caprimulgus europaeus","53.4","67","Shrubland","2","3","Carnivore","Invertivore","Aerial","19002486.05","Caprimulgus europaeus","Caprimulgus europaeus",4.86832478133392,"Caprimulgus europaeus",0.966795108148218,1.28555726770421
"185","Caprimulgus indicus","Caprimulgus indicus","49.4","91.59","Forest","2","1","Carnivore","Invertivore","Generalist","9557982.13","Caprimulgus indicus","Caprimulgus indicus",9.23445092576058,"Caprimulgus indicus",1.12769583170705,1.05584252561223
"186","Caprimulgus ruficollis","Caprimulgus ruficollis","54","68.5","Forest","2","3","Carnivore","Invertivore","Aerial","791038.8","Caprimulgus ruficollis","Caprimulgus ruficollis",24.0824665647122,"Caprimulgus ruficollis",0.499949099143171,0.871298376616857
"187","Caprimulgus vociferus","Antrostomus vociferus","47.5","53.3","Forest","1","3","Carnivore","Invertivore","Generalist","4417326.01","Antrostomus vociferus","Caprimulgus vociferus",11.3902316287814,"Antrostomus vociferus",0.909270101540553,0.717140819792769
"188","Cardinalis cardinalis","Cardinalis cardinalis","15.5","42.64","Shrubland","2","1","Herbivore","Omnivore","Insessorial","5834572.06","Cardinalis cardinalis","Cardinalis cardinalis",8.10451425038422,"Cardinalis cardinalis",1.13391574251739,1.1703737578871
"189","Carduelis cannabina","Linaria cannabina","34.4","19.53","Shrubland","2","1","Herbivore","Granivore","Terrestrial","10715477.38","Linaria cannabina","Carduelis cannabina",4.89712948776556,"Linaria cannabina",0.911244020765296,1.03196994488133
"190","Carduelis carduelis","Carduelis carduelis","33.4","16","Woodland","2","1","Herbivore","Granivore","Insessorial","15348675.33","Carduelis carduelis","Carduelis carduelis",8.50725996736209,"Carduelis carduelis",0.926489593160652,1.02912272660276
"191","Carduelis chloris","Chloris chloris","32.5","26","Woodland","2","1","Herbivore","Granivore","Generalist","10220595.83","Chloris chloris","Carduelis chloris",5.67723031944394,"Chloris chloris",0.793962326805264,0.999762773720055
