"","name_in_data","original_verbatim_name","wordCount","submitted_name","Birds.of.the.World","sp_eBird","American.Ornithological.Society","GBIF","sp_BirdLife","sp_BirdTree","eBird.species.group","X","Order.x","FamilyName","RL_Category","Synonyms","TipLabel","English","Taxonomy","Clade","BLFamilyLatin","BLFamilyEnglish","FamSequID","Order.y","OscSubOsc"
"201","Corvus macrorhynchos","Corvus macrorhynchos",2,"Corvus macrorhynchos","Corvus macrorhynchos","Corvus macrorhynchos",NA,"Corvus macrorhynchos","Corvus macrorhynchos","Corvus levaillantii","Corvus macrorhynchos",10301,"Passeriformes","Corvidae","LC","Corvus levaillantii","Corvus_macrorhynchos","Large-billed Crow","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"202","Corvus monedula","Corvus monedula",2,"Corvus monedula",NA,"Corvus monedula","Corvus monedula","Corvus monedula","Corvus monedula","Corvus monedula","Corvus monedula",5045,"Passeriformes","Corvidae","LC",NA,"Corvus_monedula","Eurasian Jackdaw","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"203","Corvus ossifragus","Corvus ossifragus",2,"Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus","Corvus ossifragus",5062,"Passeriformes","Corvidae","LC",NA,"Corvus_ossifragus","Fish Crow","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"204","Coturnix coturnix","Coturnix coturnix",2,"Coturnix coturnix","Coturnix coturnix","Coturnix coturnix",NA,"Coturnix coturnix","Coturnix coturnix","Coturnix coturnix","Coturnix coturnix",177,"Galliformes","Phasianidae","LC",NA,"Coturnix_coturnix","Common Quail","BL3","Phasianidae","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES"
"205","Crex crex","Crex crex",2,"Crex crex","Crex crex","Crex crex","Crex crex","Crex crex","Crex crex","Crex crex","Crex crex",2488,"Gruiformes","Rallidae","LC",NA,"Crex_crex","Corncrake","BL3","Rallidae","Rallidae","Rails, crakes and allies",42,"GRUIFORMES","NONPASSERIFORMES"
"206","Cuculus canorus","Cuculus canorus",2,"Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus","Cuculus canorus",1043,"Cuculiformes","Cuculidae","LC",NA,"Cuculus_canorus","Common Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"207","Cuculus micropterus","Cuculus micropterus",2,"Cuculus micropterus","Cuculus micropterus","Cuculus micropterus",NA,"Cuculus micropterus","Cuculus micropterus","Cuculus micropterus","Cuculus micropterus",1042,"Cuculiformes","Cuculidae","LC",NA,"Cuculus_micropterus","Indian Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"208","Cuculus optatus","Cuculus optatus",2,"Cuculus optatus","Cuculus optatus","Cuculus optatus","Cuculus optatus","Cuculus optatus","Cuculus optatus",NA,NA,9406,"Cuculiformes","Cuculidae","LC","Cuculus saturatus","Cuculus_optatus","Oriental Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"209","Cuculus poliocephalus","Cuculus poliocephalus",2,"Cuculus poliocephalus","Cuculus poliocephalus","Cuculus poliocephalus",NA,"Cuculus poliocephalus","Cuculus poliocephalus","Cuculus poliocephalus","Cuculus poliocephalus",1045,"Cuculiformes","Cuculidae","LC",NA,"Cuculus_poliocephalus","Lesser Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"210","Cyanocitta cristata","Cyanocitta cristata",2,"Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata","Cyanocitta cristata",4984,"Passeriformes","Corvidae","LC",NA,"Cyanocitta_cristata","Blue Jay","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"211","Cyanopica cyanus","Cyanopica cyanus",2,"Cyanopica cyanus","Cyanopica cyanus","Cyanopica cyanus",NA,"Cyanopica cyanus","Cyanopica cyanus","Cyanopica cyanus","Cyanopica cyanus",10286,"Passeriformes","Corvidae","LC",NA,"Cyanopica_cyanus","Azure-winged Magpie","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"212","Cyanoptila cyanomelana","Cyanoptila cyanomelana",2,"Cyanoptila cyanomelana","Cyanoptila cyanomelana","Cyanoptila cyanomelana",NA,"Cyanoptila cyanomelana","Cyanoptila cyanomelana","Cyanoptila cyanomelana","Cyanoptila cyanomelana",10334,"Passeriformes","Muscicapidae","LC",NA,"Cyanoptila_cyanomelana","Blue-and-white Flycatcher","BL3","M6","Muscicapidae","Chats and Old World flycatchers",167,"PASSERIFORMES","Passeri"
"213","Cygnus cygnus","Cygnus cygnus",2,"Cygnus cygnus","Cygnus cygnus","Cygnus cygnus","Cygnus cygnus","Cygnus cygnus","Cygnus cygnus","Cygnus cygnus","Cygnus cygnus",329,"Anseriformes","Anatidae","LC",NA,"Cygnus_cygnus","Whooper Swan","BL3","Anserinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"214","Cygnus olor","Cygnus olor",2,"Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor","Cygnus olor",326,"Anseriformes","Anatidae","LC",NA,"Cygnus_olor","Mute Swan","BL3","Anserinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"215","Delichon dasypus","Delichon dasypus",2,"Delichon dasypus","Delichon dasypus","Delichon dasypus",NA,"Delichon dasypus","Delichon dasypus","Delichon dasypus","Delichon dasypus",6225,"Passeriformes","Hirundinidae","LC",NA,"Delichon_dasypus","Asian House-martin","BL3","S6","Hirundinidae","Swallows and martins",156,"PASSERIFORMES","Passeri"
"216","Delichon urbicum","Delichon urbicum",2,"Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum","Delichon urbicum urbicum/meridionale",10602,"Passeriformes","Hirundinidae","LC",NA,"Delichon_urbicum","Northern House-martin","BL3","S6","Hirundinidae","Swallows and martins",156,"PASSERIFORMES","Passeri"
"217","Dendrocopos kizuki","Dendrocopos kizuki",2,"Dendrocopos kizuki","Dendrocopos kizuki",NA,NA,"Dendrocopos kizuki","Dendrocopos kizuki",NA,NA,NA,NA,NA,NA,NA,"Dendrocopos_kizuki","Pygmy Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"218","Dendrocopos leucotos","Dendrocopos leucotos",2,"Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos",NA,"Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos","Dendrocopos leucotos",8731,"Piciformes","Picidae","LC",NA,"Dendrocopos_leucotos","White-backed Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"219","Dendrocopos major","Dendrocopos major",2,"Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major","Dendrocopos major",583,"Piciformes","Picidae","LC",NA,"Dendrocopos_major","Great Spotted Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"220","Dendrocopos medius","Dendrocopos medius",2,"Dendrocopos medius","Dendrocopos medius",NA,NA,"Dendrocopos medius","Dendrocopos medius",NA,NA,NA,NA,NA,NA,NA,"Dendrocopos_medius","Middle Spotted Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"221","Dendrocopos minor","Dendrocopos minor",2,"Dendrocopos minor","Dendrocopos minor",NA,NA,"Dendrocopos minor","Dendrocopos minor",NA,NA,NA,NA,NA,NA,NA,"Dendrocopos_minor","Lesser Spotted Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"222","Dendrocopos syriacus","Dendrocopos syriacus",2,"Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus",NA,"Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus","Dendrocopos syriacus",584,"Piciformes","Picidae","LC",NA,"Dendrocopos_syriacus","Syrian Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"223","Dendroica caerulescens","Dendroica caerulescens",2,"Dendroica caerulescens","Dendroica caerulescens",NA,NA,"Dendroica caerulescens","Dendroica caerulescens",NA,NA,NA,NA,NA,NA,NA,"Dendroica_caerulescens","Black-throated Blue Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"224","Dendroica castanea","Dendroica castanea",2,"Dendroica castanea","Dendroica castanea",NA,NA,"Dendroica castanea","Dendroica castanea",NA,NA,NA,NA,NA,NA,NA,"Dendroica_castanea","Bay-breasted Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"225","Dendroica cerulea","Dendroica cerulea",2,"Dendroica cerulea","Dendroica cerulea",NA,NA,"Dendroica cerulea","Dendroica cerulea",NA,NA,NA,NA,NA,NA,NA,"Dendroica_cerulea","Cerulean Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"226","Dendroica coronata","Dendroica coronata",2,"Dendroica coronata","Dendroica coronata",NA,NA,"Dendroica coronata","Dendroica coronata",NA,NA,NA,NA,NA,NA,NA,"Dendroica_coronata","Yellow-rumped Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"227","Dendroica discolor","Dendroica discolor",2,"Dendroica discolor","Dendroica discolor",NA,NA,"Dendroica discolor","Dendroica discolor",NA,NA,NA,NA,NA,NA,NA,"Dendroica_discolor","Prairie Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"228","Dendroica dominica","Dendroica dominica",2,"Dendroica dominica","Dendroica dominica",NA,NA,"Dendroica dominica","Dendroica dominica",NA,NA,NA,NA,NA,NA,NA,"Dendroica_dominica","Yellow-throated Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"229","Dendroica fusca","Dendroica fusca",2,"Dendroica fusca","Dendroica fusca",NA,NA,"Dendroica fusca","Dendroica fusca",NA,NA,NA,NA,NA,NA,NA,"Dendroica_fusca","Blackburnian Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"230","Dendroica magnolia","Dendroica magnolia",2,"Dendroica magnolia","Dendroica magnolia",NA,NA,"Dendroica magnolia","Dendroica magnolia",NA,NA,NA,NA,NA,NA,NA,"Dendroica_magnolia","Magnolia Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"231","Dendroica palmarum","Dendroica palmarum",2,"Dendroica palmarum","Dendroica palmarum",NA,NA,"Dendroica palmarum","Dendroica palmarum",NA,NA,NA,NA,NA,NA,NA,"Dendroica_palmarum","Palm Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"232","Dendroica pensylvanica","Dendroica pensylvanica",2,"Dendroica pensylvanica","Dendroica pensylvanica",NA,NA,"Dendroica pensylvanica","Dendroica pensylvanica",NA,NA,NA,NA,NA,NA,NA,"Dendroica_pensylvanica","Chestnut-sided Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"233","Dendroica petechia","Dendroica petechia",2,"Dendroica petechia","Dendroica petechia",NA,NA,"Dendroica petechia","Dendroica petechia",NA,NA,NA,NA,NA,NA,NA,"Dendroica_petechia","Yellow Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"234","Dendroica pinus","Dendroica pinus",2,"Dendroica pinus","Dendroica pinus",NA,NA,"Dendroica pinus","Dendroica pinus",NA,NA,NA,NA,NA,NA,NA,"Dendroica_pinus","Pine Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"235","Dendroica striata","Dendroica striata",2,"Dendroica striata","Dendroica striata",NA,NA,"Dendroica striata","Dendroica striata",NA,NA,NA,NA,NA,NA,NA,"Dendroica_striata","Blackpoll Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"236","Dendroica tigrina","Dendroica tigrina",2,"Dendroica tigrina","Dendroica tigrina",NA,NA,"Dendroica tigrina","Dendroica tigrina",NA,NA,NA,NA,NA,NA,NA,"Dendroica_tigrina","Cape May Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"237","Dendroica virens","Dendroica virens",2,"Dendroica virens","Dendroica virens",NA,NA,"Dendroica virens","Dendroica virens",NA,NA,NA,NA,NA,NA,NA,"Dendroica_virens","Black-throated Green Warbler","BL3","P20a","Parulidae","New World warblers",171,"PASSERIFORMES","Passeri"
"238","Dolichonyx oryzivorus","Dolichonyx oryzivorus",2,"Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus","Dolichonyx oryzivorus",8393,"Passeriformes","Icteridae","LC",NA,"Dolichonyx_oryzivorus","Bobolink","BL3","P21","Icteridae","New World blackbirds",190,"PASSERIFORMES","Passeri"
"239","Dryocopus martius","Dryocopus martius",2,"Dryocopus martius","Dryocopus martius","Dryocopus martius",NA,"Dryocopus martius","Dryocopus martius","Dryocopus martius","Dryocopus martius",635,"Piciformes","Picidae","LC",NA,"Dryocopus_martius","Black Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"240","Dryocopus pileatus","Dryocopus pileatus",2,"Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus","Dryocopus pileatus",NA,NA,NA,NA,NA,NA,NA,"Dryocopus_pileatus","Pileated Woodpecker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"241","Dumetella carolinensis","Dumetella carolinensis",2,"Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis","Dumetella carolinensis",5970,"Passeriformes","Mimidae","LC",NA,"Dumetella_carolinensis","Grey Catbird","BL3","M4","Mimidae","Mockingbirds and thrashers",175,"PASSERIFORMES","Passeri"
"242","Egretta caerulea","Egretta caerulea",2,"Egretta caerulea","Egretta caerulea","Egretta caerulea","Egretta caerulea","Egretta caerulea","Egretta caerulea","Egretta caerulea","Egretta caerulea",3240,"Pelecaniformes","Ardeidae","LC","Florida caerulea","Egretta_caerulea","Little Blue Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"243","Egretta garzetta","Egretta garzetta",2,"Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta","Egretta garzetta",9873,"Pelecaniformes","Ardeidae","LC",NA,"Egretta_garzetta","Little Egret","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"244","Egretta sacra","Egretta sacra",2,"Egretta sacra","Egretta sacra","Egretta sacra",NA,"Egretta sacra","Egretta sacra","Egretta sacra","Egretta sacra",3243,"Pelecaniformes","Ardeidae","LC",NA,"Egretta_sacra","Pacific Reef-egret","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"245","Egretta thula","Egretta thula",2,"Egretta thula","Egretta thula","Egretta thula","Egretta thula","Egretta thula","Egretta thula","Egretta thula","Egretta thula",3241,"Pelecaniformes","Ardeidae","LC",NA,"Egretta_thula","Snowy Egret","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"246","Egretta tricolor","Egretta tricolor",2,"Egretta tricolor","Egretta tricolor","Egretta tricolor","Egretta tricolor","Egretta tricolor","Egretta tricolor","Egretta tricolor","Egretta tricolor",3238,"Pelecaniformes","Ardeidae","LC","Hydranassa tricolor","Egretta_tricolor","Tricoloured Heron","BL3","Ardeidae","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES"
"247","Elanus caeruleus","Elanus caeruleus",2,"Elanus caeruleus","Elanus caeruleus",NA,"Elanus caeruleus","Elanus caeruleus","Elanus caeruleus",NA,NA,2917,"Accipitriformes","Elanidae","LC",NA,"Elanus_caeruleus","Black-winged Kite","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"248","Emberiza aureola","Emberiza aureola",2,"Emberiza aureola","Emberiza aureola","Emberiza aureola","Emberiza aureola","Emberiza aureola","Emberiza aureola","Emberiza aureola","Emberiza aureola",7695,"Passeriformes","Emberizidae","CR",NA,"Emberiza_aureola","Yellow-breasted Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"249","Emberiza caesia","Emberiza caesia",2,"Emberiza caesia","Emberiza caesia",NA,"Emberiza caesia","Emberiza caesia","Emberiza caesia",NA,NA,7685,"Passeriformes","Emberizidae","LC",NA,"Emberiza_caesia","Cretzschmar's Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"250","Emberiza cia","Emberiza cia",2,"Emberiza cia","Emberiza cia",NA,"Emberiza cia","Emberiza cia","Emberiza cia",NA,NA,7678,"Passeriformes","Emberizidae","LC",NA,"Emberiza_cia","Rock Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"251","Emberiza cioides","Emberiza cioides",2,"Emberiza cioides","Emberiza cioides","Emberiza cioides",NA,"Emberiza cioides","Emberiza cioides","Emberiza cioides","Emberiza cioides",7680,"Passeriformes","Emberizidae","LC",NA,"Emberiza_cioides","Meadow Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"252","Emberiza cirlus","Emberiza cirlus",2,"Emberiza cirlus","Emberiza cirlus",NA,"Emberiza cirlus","Emberiza cirlus","Emberiza cirlus",NA,NA,7676,"Passeriformes","Emberizidae","LC",NA,"Emberiza_cirlus","Cirl Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"253","Emberiza citrinella","Emberiza citrinella",2,"Emberiza citrinella","Emberiza citrinella","Emberiza citrinella",NA,"Emberiza citrinella","Emberiza citrinella","Emberiza citrinella","Emberiza citrinella",7673,"Passeriformes","Emberizidae","LC",NA,"Emberiza_citrinella","Yellowhammer","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"254","Emberiza fucata","Emberiza fucata",2,"Emberiza fucata","Emberiza fucata","Emberiza fucata",NA,"Emberiza fucata","Emberiza fucata","Emberiza fucata","Emberiza fucata",7690,"Passeriformes","Emberizidae","LC",NA,"Emberiza_fucata","Chestnut-eared Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"255","Emberiza hortulana","Emberiza hortulana",2,"Emberiza hortulana","Emberiza hortulana","Emberiza hortulana",NA,"Emberiza hortulana","Emberiza hortulana","Emberiza hortulana","Emberiza hortulana",7684,"Passeriformes","Emberizidae","LC",NA,"Emberiza_hortulana","Ortolan Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"256","Emberiza melanocephala","Emberiza melanocephala",2,"Emberiza melanocephala","Emberiza melanocephala",NA,"Emberiza melanocephala","Emberiza melanocephala","Emberiza melanocephala",NA,NA,7701,"Passeriformes","Emberizidae","LC",NA,"Emberiza_melanocephala","Black-headed Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"257","Emberiza pusilla","Emberiza pusilla",2,"Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla","Emberiza pusilla",7691,"Passeriformes","Emberizidae","LC",NA,"Emberiza_pusilla","Little Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
"258","Emberiza rustica","Emberiza rustica",2,"Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica","Emberiza rustica",7693,"Passeriformes","Emberizidae","VU",NA,"Emberiza_rustica","Rustic Bunting","BL3","P20b","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","Passeri"
